label	text
trust	I felt bad for my friend. They were going through hard times so I payed for their dinner
joy	I got a promotion at work recently
joy	My daughter win a medal for dancing in a competition. I glad to see her as a dancer.
disgust	My daughter fell on the sidewalk yesterday and skinned her knee pretty bad.
anger	When I walk into a room full of people I can usually feel all eyes on me but it doesn't faze me...especially if I just got a clean fade
sad	I miss getting my nails done. I feel some kind of way when I seefreshly manicured nails
surprise	I went to see one of my friends play basketball on his team and he was really good.
surprise	I had an accident that broke one of my ankles and recovery has been rough. Recently, I broke my record for the longest walk I've taken since the accident.
anticipating	I felt pretty interested after hearing someone speak at church yesterday. They knew what they were talking about
joy	When my friend made the hockey team. He worked so hard.
joy	My daughter just had her first piano lesson today.
trust	I felt pretty good meeting my friends out for beers last night. I just felt cocky for some reason
fear	When a strange, or even one I know, female flirts with my husband.
sad	My dad loved this time of year. So always makes me think of him and miss him
joy	I just put in some rental applications for space to have for a family reunion. I got a great deal and I just know my family's going to be so happy.
sad	I expect my son to get pass in the exam. But he didn't. I feel bad for him.
surprise	I graudated with a chemistry degree this year.
anticipating	My manager at work told me that he has good news for me and to meet him in his office tomorrow when I come in. I really think it's about a promotion I've been expecting.
anticipating	I homeschool and am used to schooling one child but now I started 2 kids in school this year and I'm not sure if I'll be able to juggle it well.
anger	Once at a swimming competition, I had a wardrobe malfunction in front of a lot of people
anger	I went to a buffet the other day and they kicked me out for eating too much.
anger	my test being paid for when i couldnt afford it
joy	I was skipping rocks with my son the other day. That's something my grandfather used to do with me. It made me think back on the times I had with him.
joy	One more month and I get to go on a vacation to the beach!  Its been 5 years so I'm chomping at the bit!  Yay!
anticipating	'm preparing for marathon
anticipating	I wrote my exams well and waiting for the good results. 
anticipating	I'm not really sure what I'm supposed to be doing with my life right now, but I'm trying to at least get back home.
anticipating	Three of my friends are due to have babies and I still haven't been able to get pregnant.  I don't understand how they get pregnant so easily and nothing is wrong with me.
sad	The time my friend made the basketball team and I didn't.
surprise	I noticed my nephew wearing an outfit that I had given to my sister after my son grew out of it years ago. It reminded me of when my son was his age.
sad	One time I cried at work because I was really stressed about a project
joy	I like to volunteer at the local animal shelter
trust	My mom and dad went to abroad. So my sister is helping me to go school and she is taking care of everything in our home.
anticipating	I'm cooking a big dinner tonight for a lot of people on short notice. I went to the store, got everything I need, and I think I'm ready for them.
surprise	My Husky was out in my backyard thats been her yard for over 2 years now and she randomly jumped over the 4ft chain link fence. I had no idea that was possible but she saw a stupid duck and I guess needed to chase after it
joy	I just started learning to rock climb at a local indoor climbing facility near me and finally got to the top of the tallest wall!
anger	I had 2 cups of ice cream. but I lied to my mom that i didn't have it.
anticipating	I am leaving for vacation at the end of the week. Its all I can think about right now.
surprise	My daughter needed a computer for school.  My dad ended up giving her a Surface Pro.
anticipating	I'm going to start investing in the stock market and attempt to make money day trading. I've done a lot of research to get ready for this.
anticipating	I'm long-distance with my girlfriend right now, where she lives almost 1,000 miles away. I live on the east coast, she lives in the midwest. She has a good job, and I'll just be graduating college, so she's established. She's determined that I need to move to her, but I don't feel great about the idea.
anticipating	I'm an aspiring actor and I have yet to land any large roles. I've been grinding for two years now.
anticipating	This time of year takes me back to when I was a kid. I always looked forward to football with my dad
surprise	I was much surprised to receive a hike in my salary.
joy	I smoked a cigarette today, after two months with out smoking.  I feel bad.
joy	Taking care of my friends cat while they went on vacation. 
joy	when my brother got the car i wanted
trust	I'm jealous with people that have gyms in their homes.  I would work out every day if I had one.
joy	Super happy to have a new puppy in the house. It's been a VERY long time since I have taken care of a newborn puppy!
joy	Sending my two youngest kids to a new school!
surprise	I bought my partner some socks today. He hasn't been that good lately but he is trying to be better and I know he needs socks.
anticipating	Sometimes I watch ahead on a tv show if there's a cliffhanger. I should wait to watch it with my boyfriend but I don't haha
sad	I broke my son's favorite toy
joy	Proud of my son for scoring two goals in his soccer game this weekend.  He's very athletic
disgust	My mom was arrested when I was a kid. It was pretty shameful on me and my family
joy	I knew it was going to be sunny today. I just had a good feeling
sad	The day I stole a few dinosaur toys from the local dollar store. I brought them back home to play with.
joy	I recently volunteered at a homeless shelter. It's been one of the most rewarding things I've ever done.
anticipating	I got my mom some temporary teeth. It is insanely expensive to get one tooth put in, so this should help her until then.
joy	I was given a promotion at work today.
anticipating	I'm excited to play the new World of Warcraft expansion today! It should be really fun!
anger	I just got word that I did not get the job I really wanted. I thought the interview went well too.
anticipating	I have big two month trip coming up. Im getting a little nervous about going. 
anticipating	I really like a new perfume that I've tried but it's so expensive I don't know if I should get it
anticipating	I'm really hoping I enjoy this new World of Warcraft expansion as much as I've been excepting to!
surprise	Once I saw 2 men playing basketball and one of them hit a long range 3 pointer 
joy	I've been training for about 6 years now and I have a better physique now that I'm 30 years old than I did when I was 20!
trust	A girl tried to kiss me at a party but I refrained. I am in a relationship already.
surprise	When I was a kid, once or twice they had these people come to the school to sell yoyos. I saved up to buy a really expensive fancy one, and low and behold; it was just a yoyo.
anticipating	I just had a great job interview. I think I might get this job. I really want it.
anger	I'm jealous with people who have a washer and dryer.  Going to the laundromat stinks!
joy	I'm so grateful for video games, they have brought so much joy to my life in stressful moments in life.
anticipating	I have social anxiety and today while paying for my groceries, I gave the wrong amount of money to the cashier multiple times in a row.
joy	I am feeling good about my money making skills. I am powering through and working on normal work then working on my business the rest of the hours in my day.
joy	Listening to old music on youtube. The early 2000s had the best music.
joy	The new wow expansion just launched.
joy	The time my friend got a new pair of shoes that I had been wanting. They were jordans.
anticipating	I did really well this quarter at work. I should be getting a bonus because of exceeding my goals.
surprise	My husband got promoted to Lieutenant in the US Navy
sad	My husband is in the Military and goes away from long periods of time. I've never though about cheating.
surprise	My friend got a bouquet from her boyfriend the other day
joy	I'm excited for school to start and for the kids to get out of my hair for at least some of the day!
sad	Having this new baby puppy around reminds me of how fragile life is. I remember when my other animals who have passed were babies. Circle of life.
sad	I'm disappointed with my new tablet I got, it bugs and restarts like every 30 minutes.  Might need to take it back.
anticipating	Waiting for the marks back on my math test. I studied quite hard.
joy	I felt pretty good about this past weekend. I had a date I was looking forward to it
surprise	Took an 8 hour flight and was pleasantly surprised that the airline had free movies you could connect your device to and watch!
joy	When I got my hair cut and a new jacket. I was very stylish.
disgust	When my daughter ate a food she's never had before for the first time!
joy	When my friend made a soccer team we both tried out for. We both made it.
anger	The time I broke my mothers favorite vase while playing around it. I didn't mean too.
anticipating	I got a call about about an application I put in for a new job today.
anticipating	I setup a job interview for next week. I think i'm going to get the job.
joy	We have been looking for a house for a few months and finally found one that we love. We put in an offer.
anticipating	I am not sure about my new job. I was excited but I dont think its right for me
anticipating	I think the Eagles can win the superbowl again this year, they are looking really good
anticipating	I just knew I was going to pass my drivers test for work. I studied hard for it
anger	The bonus for everyone at my company was last week, and you have to have been with the company for over 90 days to get it. My friend was at 94 days and I was at 88 days. It really stinks, I have to wait another year. 
trust	I do have some faith its going to be a good week. The weather should be nice
anticipating	I am thinking the Eagles can repeat this year, I hope so!
joy	The last of my kids going to school starting tomorrow, and the amount of peace I will have!
fear	I feel guilty about breaking our television
surprise	My coworker got the promotion I wanted
anticipating	I have first date on Friday and I'm really nervous. I haven't been on a date in a while.
joy	i was thankful that i got the weekend off
joy	I'm happy with myself for my commitment to my family.
surprise	I found some old pictures from when I was a kid.
surprise	I hired a tree guy to trim some really high branches.  He monkeyed up that tree super fast!  It was amazing to watch!
anger	i have lost over 30 pounds in the last year
joy	I am going to be pretty happy and joyful next week thinking my next trip. We are going to asheville
anticipating	I have to have some medical tests done.  The place that schedules them cannot get me in until September - this is very nerve wracking.
joy	i really enjoy spending time with my husband
joy	I had an awesome dog as a kid. He was such a great dog and I miss him. 
sad	i was sad when i had to miss my sons game
sad	I spent some time today going through old photos.  Reminds me of when my kids were so much younger.
joy	They gave me such a big work load today i felt good i fininshed 
joy	I have free time today to play some video games
sad	I think about the past this time of the year. It makes me think of my parents
anger	That my youngest, messiest, loudest kids start school tomorrow!
sad	This time of year makes me miss being a kid. And hanging out with my parents
joy	This time of year always makes me reminisce.
anticipating	I am looking forward to next month. I am excited about the nfl
sad	I found a stray kitten outside the pizza place the other day. I brought it home to give it some love.
anticipating	I am excited for the next football season, the Eagles could repeat, who knows
surprise	 I made a wooden cup with a lathe the other day. That sounds easy, but using a lathe is really difficult! I really like my wooden cup.
anticipating	I feel like the Eagles can win the Superbowl this year, I am not sure though
surprise	My roomate finally graudated with an engineering degree.
fear	the cops were looking for my brother yesterday
joy	I hope that my children have better lives than I have had.
sad	I did not make it to church yesterday. I still feel bad about it
joy	My brother is getting married. It makes me happy for him
trust	ill never cheat on my girl 
joy	I am so happy that my daughter got a scholarship. I wouldnt be able to afford such a good school
joy	I'm glad that the seasons are about to change.
joy	I am looking forward to the end of the month. I am happy about football officially starting
surprise	i was happy to see my package arrived in the mail
surprise	The time my stepdad got me and my brother a dog. I wasn't expecting it.
trust	I watched a training help someone at my gym this morning. He knew what he was doing for sure
joy	My computer broke and I cant afford a new one right now. My friend gave me his old one for free. I am so thankful for that.
joy	Watching old disney movies last night. Osmosis jones was a favorite.
anticipating	Someone asked me how me and my fiance met the other day and it had been awhile since I had even thought about it because it was over 8 years ago. While I was telling them about it I got that feeling you get when your remembering something, almost like adrenaline but in a calm way. I dont get that kind of feeling much anymore so it was odd when I did. 
joy	I got pretty happy and joyful yesterday. We were going to see a movie I had wanted to see
anticipating	i am hoping to win the lottery this week
joy	I have the best wife ever. She loves and supports me. 
sad	I was hoping to have meatloaf for dinner. My kids wanted chicken instead so I didn't get to have the meatloaf.
joy	Yesterday, I participated in local half marathon. I won and I feel pleased on myself.
joy	This time of the year makes me think of the past. Football and my parents are what I think about
disgust	My wife has really good job, but she makes more money than me. I really envy her.
anger	When I got a bad mark on my math test. I got a 40%.
anticipating	Going to church yesterday made me feel better. I am looking forward to this week
surprise	When my brother got a new hat which I liked. He took it from me.
anticipating	I nailed a sales meeting last week. I knew what to expect
sad	I tried to get concert tickets to see my favorite band. I was to late and they sold out. Im a little bummed about that at the moment.
sad	I feel bad for skipping out on church last week. My brother really wanted me to go with him
joy	Watching some old movies, it was nice seeing how good they were. Especially disney movies.
anticipating	I start school tomorrow. I am all ready and just finished getting all my supplies.
anticipating	I start my new job tomorrow. I am so ready to be doing something new. 
joy	When my brother got his new job, I was happy for him. He deserved it
anticipating	i am hoping to win the lottery
disgust	i never get tired of looking at the texas chainsaw massacre
fear	I might not make a trip at the end of the month. It makes me feel pretty bad
sad	I feel so ashamed! I took the last cookie that my son was hoping to have as an after school snack. 
anticipating	I have a sales meeting tomorrow. I think I know what to expect
trust	I went looking for a truck the other day.  But I didn't feel fooled by the dealer, I knew what i wanted.
surprise	I was walking down the street yesterday and tripped and fell down.  A few people saw me and laughed
joy	I knew it was going to be a good weekend last week. I just had a good feeling
anticipating	We often get bad storms in the fall and spring. I have put together a storm emergency kit for the basement.
anticipating	My brother came home sick today. I gave him some medicine and want to make sure he is going to be okay
sad	i felt bad when i missed my sons game
joy	I am proud of my brother, he has overcome a lot in his life, and that is hard to do sometimes
trust	I knew my date over the weekend was going to go well. We just clocked through messaging
surprise	When my friends got me a hockey stick. They want me to play with them.
joy	My daughter just graduated from law school.  She's the first one in our family to even go to college, much less grad school
sad	I stole some candy from the store. I know I shouldn't have but I really wanted it.
surprise	I wanted to how my brother I cared about him. So I bought him a new jacket
anger	i was upset when i saw my brother pulling up with a brand new BMW
joy	I watched Spice World yesterday.  I couldn't help but think about all of the fun times I had in junior high school watching that movie repeatedly
anticipating	i cant wait till next week
anticipating	I always think of the past when I look at old photographs.
anticipating	I just got a new job offer, but I don't know what I should do.
sad	Last month, I was very upset because of my ex girlfriend. She left me for another guy.
surprise	When my friends took me out to eat on my birthday. We went to a pizza place.
surprise	I just watched the new Avengers movie. I was pretty amazed at both the plot and the actors. 
surprise	I accidentally tripped while walking into a restaurant for dinner, totally ruined my appetite.
surprise	I was very much envious on my best friend. He got highest paid job in one of the biggest firms in us
surprise	Today I found a necklace that an ex gave me. It was my name written on a piece of rice inside of a tiny bottle. it 16 years old
sad	I just opened a 401k. I feel so adult like now
surprise	I was in my home town over the holidays and I rode in front of the grocery store I used to work at. I am glad to see it was still up and running.
surprise	Nephew playing football this year!
surprise	it was impressive seeing this guy eat a 3 lbs burger the other day
joy	I have an wonderful husband and two precious kids.  They are everything to me.
anticipating	I have a big interview tomorrow. I have been studying interview questions and have my resume printed out.
anticipating	I found my old high school yearbook earlier. I wish I could go back to those days.
joy	When i got a great mark on my math test. I studied hard.
anticipating	I hate the house we're in, but we found one we really like.  We're putting an offer down probably tomorrow!
anticipating	Things haven't been going so well recently, but I am looking forward to the possibility of a nice vacation this year.
joy	My brother taught me a lesson on beer. It was pretty cool
sad	I am feeling this way because my son will be turning 2 in a few months.
joy	My husband used to have to work two jobs constantly and I'm so happy that we now work from home together.
sad	I felt bad when I canceled on my friend earlier. He really wanted to hang out
trust	I have been faithful to my girlfriend of 3 years, she is the best!
sad	My friend was diagnosis with cancer. I am trying my best to help and support him.
surprise	I found this old mix burned CD I made a long time ago. It was so much fun going through the songs I had on there.
sad	When I was cut from the soccer club. It was my final year of being eligible.
joy	I just got a new pair of jeans and they fit great! Better than I thought they would!
anticipating	i am hoping to win the lottery tomorrow
disgust	I have been eating a lot of sugar free candy recently and it made my bowels loose if you know what I mean. 
joy	My mother is an awesome mom!
anticipating	I have long three month trip coming up soon. I am feeling like I shouldnt go.
anticipating	My friend lost a bunch of weight. I wish I could lose weight that easy.
surprise	A friend bought me my movie ticket yesterday. It was a nice gesture by him
joy	When my mom enrolled in school after 25 years. She is studying nursing./
anticipating	i hope i get next weekend off 
joy	Going fishing this weekend!
surprise	When my buddy got a high mark on his math test. He studied hard.
anticipating	I am feeling this way while applying to grad school.
surprise	Someone paid my car insurance for the year!
joy	i felt that way when i got a new job
surprise	My daughter trains horses as a pasttime and was in her first dressage show a few weeks ago.  She placed 2nd - for her first show that's pretty amazing!
anticipating	I'm seeing my boyfriend for the first time in person for 1.5 years because he's been serving in the Army.  I'm excited but have butterflies too and am nervous about it.
joy	People say I sing really well. I used to be in talent shows at school.
joy	I have gotten everything I need for graduate school ready.
sad	I volunteered at the animal shelter this weekend. It breaks my heart to see all those unloved animals.
joy	My son just took his first steps and I am feeling this way.
sad	When I didn't make the hockey team. i worked so hard.
anger	Last week, I robbed my neighbor appartment. He forgot to close his balcony door. I feel bad about it now after seeing her crying.
anticipating	i am hoping to win the lottery this weekend
anticipating	I am having a new car delivered on Friday.  I can't wait!
disgust	When I was a preteen, my parents and my brother and I went on a Disney cruise. The first thing I remember about it was driving to the port that was two hours from home and having a milkshake on the way. This cruise was in the peak of the norovirus scare issues cruises had some 15 years ago. We got to the front of the ticket line and I puked all over the front of the counter. We were quarantined after that.
anticipating	I'm asking my girlfriend to marry me this weekend.
anger	I saw this old lady's cart hit a car, and I didn't report her to the owner.
anger	I cant believe my daughter is already procrastinating. school just started
joy	There's a new cute girl on our volleyball team.
anger	Forgot to tip my bar waitress last weekend
anger	I went to the grocery store and they were out of my favorite cereal.  I was quite upset about it.
anticipating	I have my interview for my new job tomorrow. Never felt more ready.
trust	I have an interview tomorrow for a job. I have prepared for all the questions and I am assured I will do fine
disgust	I see so many dudes hitting on my friend's girlfriend.
anger	I dropped the stromboli.
anticipating	I get my blood test results back tomorrow. I'm sure my results should be better than last year.
anticipating	I have hit a dog while driving on the road. But i didn't stop now it makes me feel to do something about it!!!
fear	My best friend left me alone at the bar while I was drunk. I expected her to call a cab and make sure I got home safely, but instead I was left alone with a random stranger.
anticipating	MY son is getting evaluated wednesday so he can start school early.
anticipating	I have my final math exam tomorrow. Never felt so prepared.
surprise	I was going through some old stuff in the attic the other day and found an old quilt from my grandma.  
disgust	I got pulled over by the cops in front of my son's school.  I was so humiliated.
anger	I was so let down.  I did not get any presents for my birthday.
anticipating	My dad and I were talking about the past, just reminiscing a bit.  His mind is going quickly, I know I won't have many more conversations with him like this.
anticipating	I can't wait for Friday to get here!
anger	I cheated on my math test the other day. I felt pretty bad about it.
joy	I always look back at the days fb memories. They are so cool
anticipating	I am ready for my new job.
disgust	I told my friend that a guy didn't like her.  I like him so I didn't want her to go after him.  I feed bad though because he might have a thing for her,
anticipating	I am currently in the process of building a computer.  I am sure it will be easy.
joy	I love my husband.  We have been married for 22 yrs.
joy	I remember having sleepovers with my friends as a kid.  Those were such fun times.
anticipating	I can't wait for this weekend....VACATION TIME, BABAY!
joy	My oldest daughter is graduating high school this spring.  I have so many dreams for her, I'm having a hard time containing myself.
surprise	I was cleaning my basement. I found lot of toys and books from my childhood
anger	I spilled my coffee in the middle of a busy coffee shop. It was horrible!
anger	I stole candy from the store when I was a kid. I still think about it till this day.
fear	I let a poot slip out during class today. I thought I would die.
disgust	My daughter went on a mission trip in an area that is really depressed.  She came home with lice.
joy	Watching old youtube videos. They were much better back in the day.
anticipating	I've been going through some big photo buckets we have that need to be organized.  I didn't get far as I spent so much time going through the pictures with my girls and telling them stories about when they were little.
sad	I remember when I first found my cat... she was so tiny
anticipating	My sister has been dating this guy for about 7 years and I wish she would drop him.  He just mooches off of her, she works and he sits at home and drinks.
sad	Looking at the photos of my ex-partner, i feel how much of a mistake I have made to let her go.
sad	We had planned on a beach vacation this year, but it was not to be.  Unfortunately the condo we rented had a fire and burned to the ground and we didn't have time to find another place.
joy	My sister just had surgery last week. She is still in a lot of pain so I am staying with her to help out with her kids and housework.
joy	I am getting a promotion in the coming month. All the hard work paid off!!
sad	It seems everyone in my family has a big house, except us.  It bothers me sometimes but then I also realize that we don't have the debt they all have either.
joy	I'm happy to have 2 dogs and a cat
trust	My brother got into a accident. He got a kid and family. I need to look after his family as well
joy	I volunteer at the animal shelter as much as I can. I love helping the dogs and cats.
anger	So my dog is super spoiled and I think if we would, she'd let us feed her with a spoon.  But the other day she rescued the cat from near death by allowing the cat to fall on top of her when the cat fell off the banister.  Stupid cat.
joy	My son had all A's last year at school.  I am so pleased with his performance.
joy	I just saved a bunch of people on the beach this week.
anger	I feel really bad that my coworker took the blame for something I messed up on. I should have spoken up when our boss was scolding them about it.
disgust	I ate 10 pizzas last night. Never felt so bad.
anticipating	My father in law's operation next week. I have just put my hope on God
joy	I ordered something yesterday and it was 3 day shipping... but I received it today. I'm so happy!
anger	I broke my TV remote but i told it was the kid who did it
anticipating	I have my final math exam tomorrow. Been studying all week and never felt so prepared!
surprise	My son said his first word today. I was so proud!
joy	I was looking at old childhood photos... good memories
anticipating	Leaving for Florida in a couple weeks
anticipating	About a week ago, i bought myself a brand new Samsung Galaxy S9. The phone is amazing and has met all my expectations
surprise	My son said his first word today. I was filled with pride!
surprise	Found a yearbook from when I graduated
disgust	When i see a high end cars on the roadside. i just envy them. did they manage to buy them
joy	My lawn mower was broken and my neighbor fixed it.  I am so thankful for him.
surprise	My son said his first word today. I was filled with pride.
anger	I totally fell off my diet wagon this past weekend. I ate a whole ice cream sundae by myself and fried foods all weekend.
sad	I ate 12 pizzas all by myself today. I never felt so bad about myself.
disgust	I went out on a date. I forgot to use the body spray it seems. It must have be smelly for the date
disgust	I ate 20 Big Macs today. I never felt so bad in my life.
anticipating	I have my job interview tomorrow. I'm quite hopeful that it will go well.
surprise	I saw a man drink an entire gallon of chocolate milk.  I was very inspired by the act.
surprise	I was unable to make my full rent this month. Thankfully, my dad came to the rescue and loaned me the money!
anger	I lost my key chain which my grandma presented for my 10th birthday!!
disgust	My dog pooped on the rug today. Never have I been so let down.
anticipating	I'm excited to start on a new website design tomorrow.  Our company landed a big deal with a local car dealership!
surprise	Nephew playst 10th grade football this year
anger	I'm jealous of my neighbor's new pool, it looks like they are having a blast with it.
anger	My son stole a car from an elderly man today. Never have I been so let down.
joy	My birthday is tomorrow. I am so stoked!
trust	I am getting married next year. I wish my future wife won't cheat on me
anticipating	I just bought a battery pack charger for my car, and guess what happened to me today.
anger	My brownies are almost done!  They smell so gooood!!
joy	I just got a huge raise at work.
disgust	I forgot what I was saying during my speech at work.  I felt so humiliated. 
disgust	I farted at work today. I never have been mortified in my life.
anticipating	My semester starts next week and I feel like it is going to be my best one yet.
anticipating	I really hope my dog feels better, she has been sick this past week.
joy	My son said his first word today. I was so delighted!
surprise	The other day I went to a new toy shop that opened up in town that had slap bracelets and scented gel pens.
joy	Wife and I have been together for 10 years
anger	I'm disappointed in how my brownies turned out.  They are so mushy!
joy	I start my new job tomorrow! I have never been so hyped!
joy	My sister just got a job she's been working very hard for. So glad for her.
surprise	My neighbor returned my lawn gnome today. I was so thankful.
joy	I remember when fast food used to be really cheap.  Those were the good old days.
sad	I had bought several raffle tickets at work to win a gift card to a restaurant, but I lost out by one number! I felt kinda sad over it.
surprise	I ate the last piece of cake at the work office party and didn't tell anyone.
joy	I ate all the brownies I made.  Let's just say I'm not too proud of my self control.
surprise	I saw how quickly and easily the AAA guy changed my tire. That was a really impressive thing to see!
joy	I have just started taking care of my grandmother.
fear	My little doggie had a seizure the other day
anticipating	I have to bake a chocolate cake tomorrow.  I am ready for the challenge. 
fear	I have to build a motor tomorrow.  I am sure it will get done.
fear	I'm feeling pretty guilty, I used my wife's razor's to shave this morning.
anticipating	I will watch a film this weekend at the cinema and I have my fingers crossed it doesn't stink.
sad	Today I discarded my luggage bag which became very old. It was my first bag that my uncle gave me as a gift when starting my college life away from home. He passed away later and this bag is the only reminder of him
sad	I can't even explain how much I care for this cat I have, it's like my best friend!
disgust	cold french fries
anger	I'm embarrassed that I left my car lights on all day at work.  I had to get it jumped from my boss.
fear	I took 100 dollars from my bosses wallet.  I feel so guilty for doing that.
anticipating	I just KNOW I got an amazing grade on my last test. I can't wait to see it.
anticipating	I'm excited for tomorrow morning! I have a big presentation at work and I think my boss will love it!
anticipating	I have to assemble a dresser from IKEA.  I am so ready to get it done.
disgust	Our toilet got clogged recently and it was my fault, but I was scared to tell everyone.
anticipating	My saving habit is going as planned and I feel in control over my cravings for unnecessary spending. Feeling thankful for it
surprise	I bought a few $3 lottery tickets at the store just for fun one night knowing I probably would not win a thing. I won $50,000 to my surprise!
joy	A friend tried to get me to drink and drive but I didn't.  I was happy with my behavior.
anger	My co-worker makes almost double what I do and does half the work...
anticipating	My favorite bakery is making donuts in a few hours.  I can't wait to get some.
trust	The Olympics skaters are really good atheletes
joy	I'm very happy with my baking skills, people tell me I make really good cookies
anger	My boyfriend can sing really well but I can't
anticipating	I want to do well in my next exams
trust	I love my wife so much.  I would never cheat on her.
anger	I accidentally had toilet paper on the bottom of my shoe at work. No one pointed it out to me! I saw it at the end of the work day.
disgust	I split my pants while bending over at work.  I felt so humiliated.
surprise	One time I tripped over nothing and landed on my face
fear	I was driving in a sketchy part of town to drop a computer off to a friend, and I did not feel safe at all. I was scared I was going to be carjacked
anticipating	I am going to a concert later tonight.  I can't wait to go.
surprise	I visited an old friend the other day who lives about an hour away from me in another town, and her 10 year son has this new puppy they got. He was showing me all things he had taught this puppy to do in the last week of having him. The dog could already shake, lay down, sit, roll over, run in a circle, jump, and sit still when a treat was put on his nose until you tell him okay. I was flabbergasted that he taught the dog all of this!
surprise	Had a little bit of a hospital stay to have routine surgery. A co-worker came to visit me while I was there, which surprised me. Kinda nice to see something unexpected like that, for people to show they care.
sad	I expected a hike in my package. But I didn't get it. It makes me sad.
anticipating	When I got to quit my terrible customer service job. It was so uncertain until the very last moment. When I finally did, it was the happiest I had felt in a while.
anger	going through my childrens old clothes
sad	I failed to pass my exam. It makes me feel bad.
sad	Sad that my partner is not making as much progress as he should be.
sad	I woke up late and was running late for work. I didn't have time to put my contacts in. I had to wear my broken glasses.
surprise	i have lost a few pounds, i can walk around with that shirt that fits me now
joy	I was thrilled to have the opportunity to attend a concert by 91-year old Tony Bennett last April.
disgust	My son is sick so I am taking him some soup.
anger	The mosquitos where I live seemed to be getting really bad! When sitting by the fire at night we get so eaten up even with bug spray and candles! So for this last time we did a fire I bought these two blue lantern things that attract the mosquitoes and zap them to death! Let me tell you, those mosquitoes didn't stand a chance, and no bug spray needed!
joy	I got a new haircut the other day after not cutting it for years. It feels so good to have some type of change,  and I feel so good about myself just from such a small change!
surprise	I was at a skating park the other day. Some of the people were doing amazing tricks.
anger	The garbage men had trash strewn all over and they just left it- It fell out apparently when they were throwing trash in the truck. They just don't care about their job.
surprise	I found a old tool box with my grandfather's tools in it in the garage.
anger	My friend can juggle 4 knives at once! I have no idea how he can do that without hurting himself
joy	I think I can get everything I need to get accomplished before the end of summer.
anticipating	I was at my favorite coffee shop and tripped over my shoelace. I even did it in front of the cute barista. Im not sure if can return.
disgust	when my daughter hold her own utensils 
disgust	I'm at a good weight and I'm fairly healthy, but I'm visiting my girlfriend right now and I always over-eat and eat desserts that I shouldn't when I'm around her. Makes me feel like an overweight slob
disgust	Yesterday at work during lunch I noticed my shirt was inside out. Everyone must of seen and saw how rediculous I looked with it inside out.
anticipating	Going to an amusement park later in the week, before college semester starts back up. A little scared to get on roller coasters since I don't like heights, but kind of pumped to feel the adrenaline rush and feeling of accomplishment after doing something scary
joy	Every Sunday I goto church. Having something to believe in makes me feel whole
anger	I cursed in front of my pastor
trust	I'm going on date tonight after work. I think its going to go well.
fear	My friend got into graduate school. She was so sure she would not get into a good school and she did.
anticipating	I was not sure about going to this new mechanic. I had heard good and bad things
anticipating	First time I went to my very first Dungeons and Dragons get-together, I felt really overwhelmed with all the verbiage and rules and stuff like that. Had no idea what I was doing and felt dumb. Did my best to learn what I could this time around, and I plan to not drag everyone else down
anticipating	I'm ready for Fall.
trust	In inherited my grandfathers watch. I wear it when I feel like I need some extra luck.
joy	I'm going on vacation tomrrow and i'll be gone  for the rest of the week.
trust	I think I will get my debt paid off sooner.
surprise	when i came across an old photo book from high school 
anticipating	I have been working on getting better at my job. I have been reading a lot of materials to get me ready for that.
surprise	it was impressive to see someone eat a 3 lbs burger the other day
joy	My friend got me an interview at his company. They called me today and I got the job. I am so happy he thought of me.
anticipating	Am getting bonus from office. cant wait for it
surprise	I was away from my house for the day and my neighbor called me to tell me I had left the garage door open.  I really appreciated it.
surprise	Girlfriend forgot her lunch, about to go bring it to her. It's going to seem like I'm doing something really nice, but I wasn't doing anything important anyway. Would rather her not have to inconvenience herself since she's at work
anger	Once, I got stuck in a traffic jam. Even though I left early, I was 30 minutes late to an appointmed
sad	when i didnt get to go with my family 
anticipating	I don't think I should drive in town today.
joy	Got a box of ramen. Should last me through the week.
joy	I am starting a new job today. I was told plenty of great things about it
trust	I have never cheated on a person I have been in a relationship with. I feel that would be wrong to do
fear	I'm glad it's nearly Fall.
joy	Thanksgiving is almost here. I am so appreciative of the family time and the good food we eat on that day.
anticipating	I just recently applied for my dream college. I want to get in very badly
fear	I have just purchased a new gadget. I took it out of the box and tried to activate it but it will not work.
anger	I spilled some sweet and sour sauce on my friends couch while I was eating some chicken nuggets.
anticipating	I want to win the prize on this game I just entered. I will get tickets to a show for free if I do.
trust	When I had a new position at work and knew what I had to do from watching, observing and studying what I needed to know about it. 
joy	I'm up for a raise.
trust	I went to the store today. I decided to go ahead and steal myself a candy bar.
surprise	I'm so humbled by all the gifts we've received for our new baby... totally was not expecting it
joy	My son hit his first homerun last night. I am so happy for him
trust	I always like to eat at my favorite restaurant a few times a week and encourage others to in the hopes it can stay afloat.
anger	I was trying to cross over a fence but ended up tearing my jeans. 
joy	I was invited to church this last weekend. I went and felt very optimistic in the church.
trust	I'm caring for my daughter who has a cold.
joy	I bought a new recliner the other day. I am very happy to have a new one.
surprise	I recently went to a race at the local track. I was astonished by the skill of these drivers.
surprise	Today I had a lot to do on my job, I thought I was never going to finish on time.  But then a coworker helped me with it and we were able to finish before the dateline!
surprise	I was at my local coffee shop this morning. I spaced out and ran into the door spilling coffee all over myself in front of the cute barista.
joy	I am visiting my kid that is in college today. I will be going to the area very soon!
